template_id,segment_id,lifecycle_stage,day_range,slot_num,slot_name,theme_role,theme_expressed,slot_swapped,primary_theme,secondary_theme,tones_used,hooks_used,emotional_core,message_title_en,message_body_en,cta_text_en,message_title_hi,message_body_hi,cta_text_hi,quality_flag
TPL_0100,Community Builders,paid,D15-D22,5,Real India,secondary,Ownership,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,owning English skills for real-life moments,Salary Talk,"Next salary talk, own it",Invite Friend,Salary baat cheet,"Agli salary baat, apni kar lo",Dost ko lao,OK
TPL_0101,Community Builders,paid,D23-D30,1,Sia's Observation,primary,Social Influence,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,you're consistent in coming back,Comeback Streak,You always return after a break,Complete Challenge,Tu hamesha wapas aata hai,Break ke baad bhi tu aaya hai,Challenge pura karo,OK
TPL_0102,Community Builders,paid,D23-D30,2,The Honest Number,primary,Social Influence,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,you're closer to winning the group challenge than you think,Finish Strong,23 words ahead of average learners,Complete Now,Jeet pakad lo,Average se 23 words aage hai,Ab pura karo,OK
TPL_0103,Community Builders,paid,D23-D30,3,Soft Claim,primary,Social Influence,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,Collect your community reward,Claim Your Reward,Finish the group challenge,Collect Now,"Yaar, tera badge hai",Group challenge poora kar,Abhi collect kar,OK
TPL_0104,Community Builders,paid,D23-D30,4,Half Story,secondary,Ownership,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,"you're almost there, don't let your progress slip",Streak Alert,One session from a new record,Finish Now,Streak tod mat,Ek lesson aur bas,Aaj karo,OK
TPL_0105,Community Builders,paid,D23-D30,5,Real India,secondary,Ownership,False,Social Influence,Ownership,warm | community-oriented | encouraging,peer_progress | group_challenge | community_streak | shared_milestone,own your english skills in real life situations,Salary Talk,Negotiate with confidence now,Complete Challenge,Salary fixation ka time hai,Ab toh aap khud ki price fix kar sakte hain,Challenge pura karo,OK
TPL_0106,AI-Powered Learners,paid,D8-D14,1,Sia's Observation,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,You're building a consistent English practice habit,Daily Chat,Sia's waiting for you,Start Chat,Roz ka conversation,Sia tera wait kar rahi hai,Chal na baat,OK
TPL_0107,AI-Powered Learners,paid,D8-D14,2,The Honest Number,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,"Empowerment through small, achievable goals",Unlock 23 words,Average learners manage 9. You're ahead,Start now,Aaj 23 words,Sabse 9 hi seekhte hain. Tum toh aage ho,Shuru karo,OK
TPL_0108,AI-Powered Learners,paid,D8-D14,3,Soft Claim,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Reminding user of their daily AI Tutor session at consistent time,Daily Session,"2 minutes with Sia, that's all",Start Now,Aaj ka session,Sirf 2 min de Sia ko,Chal na shuru,OK
TPL_0109,AI-Powered Learners,paid,D8-D14,4,Half Story,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Locking in daily progress to feel a sense of accomplishment,Streak On Line,One session away from,Start Now,Aaj Ka Session,Ek session aur bas,Shuru Karen,OK
TPL_0110,AI-Powered Learners,paid,D8-D14,5,Real India,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Sia prepares you for real-life English conversations,Salary Talk,"Next salary negotiation, be confident",Talk to Sia,Salary ke baare mein,Abhi office mein English email likhne ki tarayar hai,Chal na Sia ke,TRUNCATED_cta_text_hi
TPL_0111,AI-Powered Learners,paid,D15-D22,1,Sia's Observation,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,You're closer to confident salary negotiation than you think,Salary Talk,Your words matter in a negotiation,Try Now,Paise ki baat hai,Aapki zaroorat ki baat karna seekh lo,Chal na try kar,OK
TPL_0112,AI-Powered Learners,paid,D15-D22,2,The Honest Number,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,"You're making unnoticed progress, own it",Salary Talk,23 new words this week,Try Negotiation,Paise ki baat,Is hafte 23 naye words seekhe,Try karna hai,OK
TPL_0113,AI-Powered Learners,paid,D15-D22,3,Soft Claim,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Collect your empowerment by taking the next step,Salary Talks,Try salary negotiation role-play today,Try Now,Apni salary ki baat,Aaj ek salary negotiation role-play kar le,Chal na try karta,OK
TPL_0114,AI-Powered Learners,paid,D15-D22,4,Half Story,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Celebrating progress and nudging towards challenging role-plays,Salary Talk,You're 3 role-plays from a raise,Try Now,Salary ke baare mein baat,3 role-plays aur salary badh sakti hai,Aaj Try Kar,OK
TPL_0115,AI-Powered Learners,paid,D15-D22,5,Real India,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,you're ready for salary negotiation,Salary Talk,Negotiate like a pro,Try Now,Salary baat,Pro ke tarah negotiate kar,Chal na try,OK
TPL_0116,AI-Powered Learners,paid,D23-D30,1,Sia's Observation,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,You're making progress without realizing it,Unnoticed Progress,"47 words in 6 days, you're getting good",View Report,Chalna toh hai,"6 din mein 47 words seekhe, khud pata nahi chala na?",dekho report,OK
TPL_0117,AI-Powered Learners,paid,D23-D30,2,The Honest Number,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Empowering users with their progress,23 Days In,"47 words this week, 12 is average",View Report,23 Din Ho Gaye,"Is hafte 47 words seekhe, aam toh 12 hi hote",Pura Report Dekh,OK
TPL_0118,AI-Powered Learners,paid,D23-D30,3,Soft Claim,primary,Empowerment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Collect your progress report to see how far you've come,Your Progress,See how far you've come this month,View Report,Tere progress ka report,dekho kitni aage badh chuke ho,dekho ab,OK
TPL_0119,AI-Powered Learners,paid,D23-D30,4,Half Story,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,you're close to achieving a significant milestone,Streak on Line,One session away from,View Report,Streak Tod Mat,Ek session aur bas, Dekho Report,OK
TPL_0120,AI-Powered Learners,paid,D23-D30,5,Real India,secondary,Accomplishment,False,Empowerment,Accomplishment,coaching | progress-focused | smart,ai_personalized_practice | ai_feedback | fluency_progress | skill_improvement,Sia has been preparing you for real-life English conversations,Salary Talk,Next salary negotiation? Sia's got you covered,View Report,Salary ke baat,Agli salary negotiation mein akad ke baat karna hai? Sia ne aapko taiyar kiya hai,Report dekh,OK
TPL_0121,Gamified Competitors,paid,D8-D10,1,Sia's Observation,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,You're settling into a competitive rhythm,Rank Check,You're getting competitive,Check Rank,Teri rank kya hai?,Tune competition mein dhakka maar diya,Rank dekho,OK
TPL_0122,Gamified Competitors,paid,D8-D10,2,The Honest Number,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,you're already ahead of others,Your Rank,"47 words this week, beating average",Check Rank,Tera rank kya hai?,"Is hafte 47 words seekhe, average se aage",Rank dekho,OK
TPL_0123,Gamified Competitors,paid,D8-D10,3,Soft Claim,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,"you've earned a rank, now own it",Your Pro Rank,Check your leaderboard spot,See Rank,Tera Pro Rank,Rank dekha yaar?,Rank Dekh,OK
TPL_0124,Gamified Competitors,paid,D8-D10,4,Half Story,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Your competitive edge is at risk if you don't act now,Losing Ground,Someone's closing in on your rank--,Check Rank,Teri rank ko khatra hai,Koi tera rank todne waala hai--,Rank Dekh,OK
TPL_0125,Gamified Competitors,paid,D8-D10,5,Real India,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,don't let your competitive edge slip,Stay Ahead,Next salary talk?,Check Rank,Aage Rahna Hai,Salary negotiation ke liye taiyar?,Rank Dekh,OK
TPL_0126,Gamified Competitors,paid,D11-D20,1,Sia's Observation,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,"You're consistent, don't let your streak slip",Streak Alert,"You're on a 10-day roll, one session keeps it alive",Practice Now,Aaj streak tod mat,"10 din ki mehnat hai, ab ek lesson aur",Chal na practice karte,OK
TPL_0127,Gamified Competitors,paid,D11-D20,2,The Honest Number,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,"You're making progress, don't lose momentum",Rival Ahead,"47 words this week, stay ahead",Practice Now,Teri rank khatre mein hai,"Is hafte 47 words seekhe, abhi aur",Chal na practice,OK
TPL_0128,Gamified Competitors,paid,D11-D20,3,Soft Claim,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,don't let your progress slip,Streak on Line,One session saves your streak,Practice Now,Tod mat streak,Ek session se bacha le,Chal na practice,OK
TPL_0129,Gamified Competitors,paid,D11-D20,4,Half Story,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Your progress is at risk due to inactivity,Streak on Line,One session saves your streak,Practice Now,Streak Tod Mat,Bas ek lesson aur,Chal Na,OK
TPL_0130,Gamified Competitors,paid,D11-D20,5,Real India,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Don't let your rival pass you in English skills,Rival Alert,"User_X just passed you, reclaim now",Practice Now,Teri rank khatre mein hai,"User_X ne teri rank le li, abhi reclaim kar",Abhi practice kar,OK
TPL_0131,Gamified Competitors,paid,D21-D30,1,Sia's Observation,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,acknowledging user's quiet pattern of perseverance,Still Going,You always bounce back,Get Back,Tu hamesha wapas aata hai,"Chal na, phir se shuru karte hain",Abhi chal na,OK
TPL_0132,Gamified Competitors,paid,D21-D30,2,The Honest Number,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,acknowledging progress towards a specific achievement,Rank 12,"47 words this week, 2 spots from Top 10",Push Now,Teri rank ab 12 hai,"Is hafte 47 words seekhe, ab Top 10 mein 2 hi cheez hai",Ab chal na,OK
TPL_0133,Gamified Competitors,paid,D21-D30,3,Soft Claim,primary,Accomplishment,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Claim your Top 10 badge,Top 10 Within Reach,You're 2 spots away from the badge,Claim Now,Teri Top 10 badge hai,Bas 2 spot door hai,Abhi le,OK
TPL_0134,Gamified Competitors,paid,D21-D30,4,Half Story,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Don't let your Top 10 chance slip away,2 Spots Away,Will you grab it now?,Go Now,Bas 2 spot door,Abhi chance hai yaar--,Chal Na,OK
TPL_0135,Gamified Competitors,paid,D21-D30,5,Real India,secondary,Scarcity,False,Accomplishment,Scarcity,energetic | challenge-driven | competitive,streak_continuation | points_milestone | rank_jump | time_bound_challenge,Don't let your progress slip away,2 Spots Away,Next office email in English?,Push Now,Abhi 2 spot door,Office mein email kaise likhoge?,Chal na,OK
TPL_0136,Core Curriculum Users,paid,D8-D14,1,Sia's Observation,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,"You're consistent, even when it's hard",Your daily habit,"You show up, even after a long day",Try AI,Roz ka routine,Office ke baad bhi aap time nikaal lete ho,AI se baat karo,OK
TPL_0137,Core Curriculum Users,paid,D8-D14,2,The Honest Number,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,"you're making progress, own it",Your Progress,"23 words this week, above average",Explore AI,Teri mehnat sahi jagah,"Is hafte 23 words seekhe, average se upar",AI Tutor dekho,OK
TPL_0138,Core Curriculum Users,paid,D8-D14,3,Soft Claim,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,reminding user of their unfinished learning path,Claim Your Progress,One session secures your progress,Start Now,Apni mehnat ka fal,"Ek session kar, apni mehnat surakshit kar lo",Shuru karo ab,OK
TPL_0139,Core Curriculum Users,paid,D8-D14,4,Half Story,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,you're close to a milestone,Streak Alert,3 days to a new record,Check Now,Record todne wala hai,bas 3 din aur,dekho ab,OK
TPL_0140,Core Curriculum Users,paid,D8-D14,5,Real India,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,feeling prepared for real-life English conversations,Salary Talk,Negotiate with confidence,Try AI Tutor,Salary fixation ke liye,Chai break pe English practice kar,Ab try karo,OK
TPL_0141,Core Curriculum Users,paid,D15-D22,1,Sia's Observation,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,You're consistent with your favorite feature,Your Favorite Feature,You always come back to it,Continue Now,Tumhara pasandida feature,Aap hamesha us par wapas aate ho,Chal na ab,OK
TPL_0142,Core Curriculum Users,paid,D15-D22,2,The Honest Number,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,own your progress,Your 13 words lead,"13 words this week, beating the average 7",Learn More,Teri 13 words ki chal,"Is hafte 13 words seekhe, aur average 7 se aage",Aaj seekho,OK
TPL_0143,Core Curriculum Users,paid,D15-D22,3,Soft Claim,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,Your progress is worth keeping,Session Saved,One session keeps your streak alive,Continue Now,Aaj ka session mat tod,"Ek session kar, streak salamat rahega",Chal na shuru,OK
TPL_0144,Core Curriculum Users,paid,D15-D22,4,Half Story,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,you're close to mastering a key feature,Feature Mastery,3 more sessions to unlock,Continue Now,Abhi tak ka sabse best feature,bas 3 aur sessions--,Chal na shuru karte,OK
TPL_0145,Core Curriculum Users,paid,D15-D22,5,Real India,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,You're prepared for real-life English conversations,Ace Office Emails,Sia has you covered for that office email,Start Session,Office Email Maarne Ke Liye,Sia ne aapko office email ke liye taiyar kiya,Chal Na Shuru,OK
TPL_0146,Core Curriculum Users,paid,D23-D30,1,Sia's Observation,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,You're consistent in your own way,Your Daily Habit,You log in at the same time daily,Continue Now,Aapki daily routine,Aap har din ek hi samay pe login karte hain,Aage chalo,OK
TPL_0147,Core Curriculum Users,paid,D23-D30,2,The Honest Number,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,taking ownership of daily progress,Your 23 Day Streak,"47 words this week, stay ahead",Complete Today,Aaj ka session mat todo,"Is hafte 47 words seekhe, aage badho",chal na pura karo,OK
TPL_0148,Core Curriculum Users,paid,D23-D30,3,Soft Claim,primary,Ownership,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,"your daily routine is already set, just complete it",Daily Routine,Complete your daily routine today,Complete Now,Aaj ka routine poora karo,"Sirf ek session bacha hai, poora kar le",Abhi poora karo,OK
TPL_0149,Core Curriculum Users,paid,D23-D30,4,Half Story,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,accomplishment through daily routine,Streak On Line,One session away from,Complete Now,Aaj ka lesson,Ek session aur bas,Chal na complete karo,OK
TPL_0150,Core Curriculum Users,paid,D23-D30,5,Real India,secondary,Accomplishment,False,Ownership,Accomplishment,clear | structured | encouraging,your_learning_path | next_step | weekly_progress | steady_milestone,Sia has been preparing you for real-life English conversations,Negotiate Salary,Sia's lessons help in salary talks,Complete Daily,Salary Badhane Ki Baat,Sia ki classes salary negotiate karne mein help karegi,Aaj Pura Karein,OK
